name,finding_id
Neck stiffness,recj3ETkWN5gFrwWD
Impaired balance on one foot,recjny7ylvsa8w5Le
Ataxia,reckd3dpLH9kiJKtg
Speech disturbance,reckRCQUzuGKb7Io8
Asymmetric onset,reclVGit0xO1Ph9uW
Light touch,recmt7GVT8g6HE5D6
Carpal tunnel compression,recpBNqb502aiiEyb
Limb paresis,recrQWgQPad133GRj
Thumb finding,rect9JOFW5hcdTJ1J
Ictal stutter,recttqG6we9otqj6T
Rigidity,recu1UD4eAw60y71a
Papilledema,recutJg7UOW2R7C3j
Spasticity,recwINHGXkxM8wAd7
Deviated uvula,recwm6isxGy2Jy4km
Impaired calculation,recIAcuYQ6aygSr1L
Unipedal stance testing,recJ87kxMSuNmzpTt
Superficial pain,recJdPXqvp57XnWSB
Phalen's test,recKXO4gmVe6M9EDH
Resting tremor,recK5TsBG4xhQd9i4
Quiver eye movements,recLCztjcvB9PhFKL
Transitional objects,recMWjeGhkxaVJ6l4
Finger-nose,recNgl2PaT1rXwQge
Facial weakness,recPA1r5SMLP1vCvq
Impaired graphical construction,recQ98giZMV1E3h8B
Kernig or brudzinski sign,recQgs6lodjIQQdvY
Graphasthesia,recRHjiDiNEFutQyW
Reverse Phalen's test,recRvBGb946GLyPEU
Forearm-rolling test,recSXlxyyKu1skmPw
Wartenberg's sign,recTf4N4MRKdyFyiL
Stereognosis,recUHeQdMSaE8Srmh
Facial nerve palsy,recUhz3K3zVb3vOTJ
Pelvic thrusting during seizure,recVaPgBC2QO4z5cy
Tremor,recW81vTWyK2Kl69N
Hypertonia,recYGfvO4eNHWwk2z
Sensory level,rec2NAzkYMVok5or3
Head impulse test,rec2Zf8xgsy9OxjRL
Impaired repetition,rec3mCL0uZGXfUjEC
Visual field defect,rec5ASv2kjmFVDtC3
Kernig sign and/or Brudzinski sign,recJDxo4eLRYThCUA
Coma,rectEgwI3270pQd5O
Reported drowsiness,recKLrzyX0Ax0Ubxu
Extensor plantar response,recSliDJtvp8vAbPe
Unilateral extensor plantar response,recwZMTMLFWvsc8yc
Hemiparesis,recMxkBjH1JzgBgGc
Plantar response: both flexor,rec3cRXI6jGAhX9Gk
Alert,recaSrP5YOuSHBv0H
Evidence of previous stroke on neurologic examination,recCo5OY9vxy75An6
Increased anteroposterior body sway,recHhtRJvyLwOmgfR
Knee arthritis,recl7lhHV0ost9aQl
Inability to rise from a chair of knee height without using chair arms,recLu0hiXft9AKCcH
Abnormal tandem stand,recKSze1yn5Tfo9Ay
Cognitive impairment,recKVa3rRJ9fURPqd
Palmomental reflex,recu0wXoJTgFbhN4T
Abnormal foot examination,recygaBPDN5iQhflt
Vibration testing with 128-Hz tuning fork ,recZi601o4yGeL7Wy
Semmes-Weinstein 5.07 monofilament,recIS6RiDRtWjCBoM
Inability to walk on heels,recDkQdppdsgft9GO
Neurologic examination for LFPN,recyx38esIjd7BBl5
Clinical examination,recTAFOGSmOGFdZh4
Vagus nerve palsy,rec7mt4tAmhEv0H4k
Cranial nerve palsy,recyHUYhmTNzkofAR
Facial nerve palsy,recy029rzZBSP9DzC
Myoclonus,recy0O5DtOSSeyaE0
Pupillary constriction,recAb5RFiKWfdc6vc
Hypotonia,recA3xiI51Rg8EsEQ
Pupil abnormalities,recC4YXb6RD2D9XP5
Glossopharyngeal nerve palsy,recEAhluJkXadAXf3
Myotonia,recGwDJB3UBMiV9O7
Internuclear ophthalmoplegia,rec8KWe3gTJzjF2Gv
Abducens nerve palsy,rec8WnbVoidchjRJe
1st cranial nerve disorder,recaKb8VyriCcZkcg
Relative afferent pupil defect,reccNhgiDuNbHLXVK
Hyporeflexia,recd9lnASzGBStFVY
5th cranial nerve palsy,recl5btn5AOxXm9it
Peripheral nerves palpable,recmFc2gx6T3Yjeyz
Intention tremor,recte8hYHeOHfROjr
Tonic pupil,recu4uyp4XvzCaCw2
Peripheral neuropathy,recuhDmNNGo3li1x1
Pupillary athetosis,recHalyiILhUkBUM0
Optic nerve disorder,recNIe14mXS2B8v8J
Hypoglossal nerve palsy,recOb7nt9cZ1BTo12
Oculomotor nerve palsy,recPfaso5bnpXdofr
Spinal accessory nerve palsy,recPIRgoQ9r2KJa0v
Trochlear nerve palsy,recZ0A4RDONwZU7G8
Radiculopathy,rec1HHwyX233Wh4W5
Mydriasis,rec1i6kAhXSLvR92S
Sensory ataxia,rec1yCYier49Y5uve
Parkinsonism,rec2YC05uwKfRnsG6
Dysphonia,rec2ZKueoolrotVb7
Chromatopsia,rec3IFtUKlrohLXI2
Latent tetany,rec4CRNjnZCXyImgl
Positive lhermitte's sign,recNWmrmMmAIipRwZ
Altered state of mind,recevUUaCD4pSmrIE
Neuropathy,rec72cWp18Tsjxbnr
Quadraplegia,rec7rGSbhBa7Qkxrr
Quadriparesis,recoiqYICh3sxf3va
Acute or recurrent ataxia,recqqnx7SQg4MpD9J
Progressive ataxia,rec29to5K6FcQZ8z4
Increased intracranial pressure,reclYO8CVYJegDnXJ
Bilateral miosis,recroSPBV4fv4tirX
Bilateral mydriasis,reccrq5zljK7TcVRs
Sleep-wake reversal,recRK61Q6yS6tFOmL
Polyneuropathy,recuEj2tIIN3aAy1v
Mononeuropathy,recbjOfZPsfRzDbrO
Ocular clonus,recfDVZuTz2EByJTw
Hiccups,rech1zpoWaF3XRKQH
Grasp reflex,rect2H9Vvw9DFzYCt
Perseveration,rec1mM3w5AgBzXuhS
Receptive aphasia,recx7a85zLnUeDQ9c
Gaze deviation,recCGSPfFjrkyXBZd
Hemianesthesia,recrokc34QiKhcMem
Homonymous hemianopsia,recw2klAGNpB5e1l6
Postural tremor,recpJYknzzFjIvw0B
Cogwheel rigidity,recka97up2yWFeVz9
Anisocoria worse in dark,rec9aUcsvS8LPiof3
Abnormal pupillary light reflex,rec4ukwUxjrIuWnJ2
Median nerve neuropathy,recCjQwN2PuOWTONP
Becker's sign,recbKocSsdFgL7SUN
Bitot spots,recspF7OwXbuIl6hQ
Vitreous hemorrhage,reclrEeutOfpI2SfZ
Conjunctivitis,recsR4MRukRBsGyjB
Retinitis pigmentosa,recKGIXIeFnptMRb5
Vitreous pigment,recMN1YiDQk61BxCH
Middle rectus entrapment,recQl81UttduDwCPM
Bilateral ocular discharge,recTeBcPVU3p5rGet
Inferior rectus entrapment,recV6nB6H8MibohA6
Retinal lesions,recVo2zYr7dEpGy4B
Conjunctival puritis,recVoxuS9TBhBfmY4
Uveitis,recYi3sYKzlNKX3TQ
Eye closure,rec4KC6RfoCH7GUzJ
Cup-to-disc ratio asymmetry (>= 0.9),rec4dkpBJoDkIOCyL
Cup-to-disc ratio asymmetry (>= 0.8),rec5AxEeCswENkCQ7
Cup-to-disc ratio asymmetry (>= 0.7),recLlyZpkDU7hv7LS
Cup-to-disc ratio asymmetry (>= 0.6),recA3anA0dD8eW41I
Cup-to-disc ratio asymmetry (>= 0.5),rec9ADVQwLliJThaA
Cup-to-disc ratio asymmetry (>= 4),recxEofJTtdFDsUNG
Cup-to-disc ratio asymmetry (>= 0.3),recEf6ocMrYy7gEyN
Cup-to-disc ratio asymmetry (>= 0.2),recy9pRquD0CmYemt
Cup-to-disc ratio asymmetry (>= 0.4),recsq26pRWp38IXMB
Cup-to-disc ratio asymmetry (>= 0.3),recWdjyYkcdn9O3OZ
Cup-to-disc ratio asymmetry (>= 2),recDY7H2cC9JLYXjI
Cup-to-disc ratio asymmetry (>= 0.1),recia5LDEQTxPVWmz
Increased intraocular pressure (>= 35 mmHg),recbR4uKMlVXCVt2K
Increased intraocular pressure (>= 30 mmHg),recXybnupoyexaSii
Increased intraocular pressure (>= 29 mmHg),recawoMozI0QTG5Br
Increased intraocular pressure (>= 25 mmHg),recKy1OAugpTmTWmz
Increased intraocular pressure (>= 24 mmHg),reckLfhk98U6FTChE
Increased intraocular pressure (>= 23 mmHg),recBAnu0BElmOY7IY
Increased intraocular pressure (>= 22 mmHg),recUtGYGzediQvd2A
Increased intraocular pressure (>= 21 mmHg),recgW2EMAL5CCd3MD
Increased intraocular pressure (>= 19 mmHg),recR8kMhbJfZ7c0UL
Increased intraocular pressure (>= 17 mmHg),recfsNaLpPb3TL92z
Increased intraocular pressure (>= 16 mmHg),recmEXDvIxi0KUCT6
Xerophtalmia,recFBtvEebJ5FnGXY
Binocular diplopia,rec8jKLFyrPKOyGZj
Corneal hypoesthesia,reccRR2eOL7Acplyc
Lagophthalmos,recmNOaYH33ra1xMF
Episcleritis,recqYnNMgjvCYyjwQ
Blue sclerae,recrqHrOmnq4aQea4
Retinal microaneurysms,recZdLXylhA1upJsx
Retinal hemorrhage,rec0kcpP9OMI1CmLJ
Choroidal neovascularization,rec0t22F67SxVPTM4
Iris abnormality,rec0zS8L0qFxXeVbT
Cherry red spot on macula,rec5Xs5jmbOuYa5Rr
Decreased visual acuity,recvIqO9PwZFRPWH2
Optic disc hyperemia,recgoHlHEUHVePvBa
Scleritis,reccD1U7wyZ0KHq46
Anterior uveitis,recrVj5BeDE9JAW64
Conjunctival injection,rec3qDXeegZEFCuoG
Eyelid retraction,recMGTYKNFF29P9zG
Lid lag on downward gaze,recsZVHxCxUeuShAJ
Lid lag on upward gaze,recgMDwikeomNnLFv
Widened palpebral fissure,recQI8TgglOT4EZ5p
Infrequent blinking,rec6D7GU64sBX1RWT
Pharyngitis,recm5aXnUUT3fbDBf
Cloudy tympanic membrane,rec4E16z2DXZjIdHJ
Distinctly red tympanic membrane,rec14fwR0b89aTZwq
Slightly red tympanic membrane,recZ69gjV2OOMH74W
Normal color of tympanic membrane,recN1SPb7uFiBJad9
Distinctly impaired tympanic membrane mobility,recVjK3WQrl1TgBzR
Slightly impaired tympanic membrane mobility,recVTKUQbp8byTUjh
Normal tympanic membrane mobility,recPNLpYcIaMmAPqh
Bulging tympanic membrane,recJZk3CDasTpESEq
Retracted tympanic membrane,recyvyjaKi8mDxGHy
Normal position of tympanic membrane,rec8zJiWDlb9QofYr
Hard palate erosion,reczV3JankGnKSGy2
Bloody otorrhea,reczDansKsiNtc5ps
Thyroid palpation,recCF3LaEC3BzQR7i
Sinus tenderness,recEV6RAjAOj9h8aa
External canal laceration,rec817tui1tPVmG0a
Rose spots,rec9QKHmMAC3pDZ5O
Proptosis,rec9hdiRBi5ZKOmBg
Scalp tenderness,recakmH9EngnzoMfU
Mondini dysplasia,reccyO2R9oOeihYkv
Periorbital edema,recdORXNekCF5iW4a
Round face,rece3xn8kCp1kbAjm
Hemotympanum,reckUjqIFlzawyxkJ
Enlarged vestibular aqueduct,recmFaBR3R8fdBFwH
Goitre,recnr07dRdCxw2rxV
Immobile tympanic membrane,recM5nQ70P7jqtC3R
Thrush,recOqZcJc535Ewhai
Vestibular dysfunction,recPpGKBMhhGnnn4B
Plethora,recT0Hf4Z8gemWo72
Fullness of the anterior tonsillar pillar,recX9FPYkXB1NBQ3Z
Eyelid swelling,recZ1UQzwyt4L5tXK
Weber test,rec3gBxbCzKfChevr
Palpable thyroid,rec4fieLgxxwqMSFD
Unilateral otitis media with effusion,recCpoCQBJVSvbtWC
Subglottic edema,rec7eROGqEYt51K0R
Conductive hearing loss,recRFjQITg1aMqm24
Palatine petechiae,recGJ8uBMxCcXe8JJ
Tonsillar exudate,recM80bnyV4O61bUj
Pharyngeal exudate,recH4HLez9ZIQynK3
Skull fracture,recpvn34g0BqYGg0L
Basal skull fracture,recNVPYk23zhEKpgX
Open skull fracture,recQ8FeDige9U7EYs
Trauma above the clavicle,recm4GPai1FcxhTWF
Increased mallampati class (> 2),rec390C9lBDPyefZH
Increased mallampati class (for AHI >= 15),recD5xrchqYPtqgtS
Pharyngeal narrowing,recpwZMJEMjVhBeOv
Reported hypersalivation,recnRZYRPNbpnfe78
Cerebrospinal fluid otorrhea,reco9w79uF8KhiolI
Saddle nose deformity,recIV0BHn4cXw7Ktj
Macroglossia,recZBFa3y416lR9du
CSF rhinorrhea,rec3FroQetLkF4Jcj
Vestibular pathology,rec4eQAEgtnUZ244m
Otorrhea,recFOaYPWBJRTfpAV
Angular cheilitis,recyngDct39iwPjFX
Thyroid gland tenderness,rec73uqw67tjqe0It
Thyroid bruit,recbgqnQOk7Vx6FiO
Decreased tooth count (< 20),rectkauwrHaUb26nN
Aphtous ulcer,recIJ05m2T8yJIp5m
Bilateral parotid gland enlargement,rec5lustjrOyGlltf
Strawberry tongue,recYtQYlNrLZaYvVK
Nasal ulcer,recNl6ZzkKn0O5nsA
Tenderness of ear pinna,recP0oFJYn03P74Ed
Thyroid cartilage tenderness,recVdIS6OE8U58eQP
Nasal cartilage tenderness,recUg3IHu0HxRSK11
Diastolic cardiac murmur,recAxenq9u1EMxdZU
Increased pulsus paradoxus (> 12 mmHg),recc2ICkaNCRKqtQY
Muffled heart sounds,reczGpARNUHU51VMX
Pericardial rub,rec1Tn4hrKiFCoy81
Abdominojugular reflux,recFCqYddA1GMNDAK
Elevated jugular venous pressure,recjxFpt4ulxVcdlf
Low jugular venous pressure,reczNv5Dr6EFnYRIh
Third heart sound,recC9KOOQgqjD7Hhn
Jugular venous distention,recAp4tMLbvZDqQsB
Aortic regurgitation murmur (grade >= 1),rec4IqG9Vh22C8Wf7
Aortic regurgitation murmur,rec3gQD1Y8LSwj4C4
Aortic regurgitation murmur (grade >= 3),rec7PC8BoNg31Ar6M
Aortic regurgitation murmur (grade >= 2),rec9i3N6cfGRgSX19
Aortic regurgitation murmur (grade >= 1),recpU0lvWgOy4hglf
Graham Steell murmur,recAYKccs4Hy4Xj7w
Levine's sign,recCtBvh19OTHnr34
Beck's triad,recE6PVHNnERpK926
Means–Lerman scratch,recbA4a7o9MfCb1zn
De Musset's sign,reck4MlRY8vyapUe6
Gallavardin phenomenon,recvI9bhw1EDgTm16
Bruit de Roger,recHtoR14dMbtbaDd
Carvallo's sign,recOzfrULL6NeeylE
Austin-Flint murmur,recSwE0PM0GAkRvZn
Broadbent sign,recXpcLkOYRn5LX2Q
Broadbent inverted sign,recXDUDs01yvmcvva
Kussmaul's sign,rec2fQiH29w3Jrazu
Friedreich's sign,rec4bGEXq72KhYwWB
Pulsus tardus,recBBpcbPooTCaIKj
Quincke's sign,recbXCJtQWLDzcKXf
Hill's sign,reccVarqeYoqnkHf9
Duroziez's femoral murmur,rechcNOHEtKDQ1dcT
Late-peaking systolic murmur,recmWPJR7ljTXoLPj
Fourth heart sound,recoUNYj1HWGBApbc
Abnormal cardiac exam,recJ9mkRj50OEKqYl
Murmur,recKWqZQpQShyAsRI
Decreased heart sounds,recOQK6L2YtxYYrJp
Brachioradial delay,recQ84NYKJnfljfN8
Split S2 heart sound,rec0Zm7hvm1jBxLxh
Murmur decreases with valsalva,rec0zHjCYmsm9O0K0
Early diastolic cardiac murmur,rec27ZFh6tlJjymqT
Non-pitting edema,rec86DO8tqJ7vA2vc
pericardial,recsdgr8XlMsQ9iVO
Pericardial friction rub,recwuKdZaZuxClp1c
Increased pulsus paradoxus ( > 10 mmHg),recYoFl8yKJfNqroL
Systolic murmur radiating to right carotid,recQhPjyy7p48OCzO
Decreased second heart sound,rec8VfGfZ2pIrdxIa
Systolic murmur over right clavicle,recnawt5DUS0zVbvi
Decreased carotid pulse volume,recQ5ABXw5QqdMPF4
Peripheral hemodynamic signs of AI,recqoJ3Q5OHTEZzPb
Increased volume of murmur during transient arterial occlusion,rec7Bf2YFqGbyhKmc
Fixed split of second heart sound,recoafD1X0ubbl3WQ
Paradoxic split of second heart sound,rectIv7qNEPKxp1Pv
Abnormal heart sounds,rec1MT3bEtefaZGQX
Systolic cardiac murmur,recSLLv3JfCJjxNFR
Normal pulsus paradoxus,recG1NLhBnc4Cyvs3
Absent kussmaul sign,recfZYRpQQbyophlR
Pericardial knock,recmNiO8k42awRpso
Palpable P2,reccZQjo4bseviKqI
Holosystolic cardiac murmur,recUlqhhgarVCmnGI
Sustained apical cardiac impulse,recBDrr8AO1hCkBOA
Palpable thrill,recFHMq80DZhoT70B
Right ventricular heave,recvbWp4LwKSIztFu
Rash,recJzQ9v4rYAzXgA0
Bone exposure,recv4CFTozdRqhMP0
Genital wart,recPtGDGcMIyMC2Iv
Jaundice,recoZAfoLO83WwxnH
Pallor,rec3bvqrBkkInl9fE
Decreased decreased skin temperature in symptomatic leg,recygxyvmM0GltTBi
Digital clubbing,recu0IcvM5h9UAzAd
Asymmetric lesion,rec7y1WESVWAIiND9
Uneven or ragged borders of lesion,recQoMaWHdqzJQ2Nb
More than 1 shade of pigment in lesion,recVkhruv3AJ6EQEI
Lesion greater than 6 mm in diameter,recRP36vead5zRWph
Caput medusae,recBrks62JXMqcx1M
Positive asboe-Hansen sign,rec7iJRRwRqav8O5T
Gottron's papules,reccnM2rwutFNts3b
Auspitz's sign,recn7dl3DExxkfNWN
Terry's nails,recuNKr8S63ltzPra
Plummer's nail,recw9nEVdoxOYTBx9
Positive nikolsky's sign,rec3PXH0RLBIhn4Uf
Maculopapular rash on the auricle,recBQHHKYR61940fY
Spider angiomata,recBX72yIY95I9dGp
Blackened cartilage of the auricles,recC28oV05BPlWGmc
Skin temperature,recCs4dYXVQPsi8mH
Jaundice at the abdomen,recGmkIApWzXGeHq6
Discrete margin,recaXGjE0gtBmhIc4
Papillomatous surface,recaxuGh3grG4KH2R
Hyperkeratotic,reccJNApwOghuysu0
Black dots,reciNkEXt6cJe5mOT
Erythematous painful pinna,reckGmy88lfv0nm6n
Skin tenderness,recl7YxZXMXKDSgyb
Coarse skin,recpB7om9OGhkVh39
Dorsal fat pad,rectTNvU1Hn1XrrXV
Acanthosis nigricans,recvRUBjwCR0PVPuW
Dry skin,recwH4gETISsjkkNQ
Pain on traction of the pinna,recJRLNq4eSwBL6ec
Bruises,recRISG1OIbxfXVyh
Telangiectasia,recThJaz0t2VRdVsh
Tophus on pinna,recU9TOQ22iYYSoFg
Probe to bone,recV37aDp9zp6aDLp
Skin wounds,recYfiXCgDm5YYtjZ
Cold skin,rec2bFS0Ly6dorCWw
Cutaneous lesions,rec2VoOZQPTft8mjG
"Skin lesion on hands, elbows, or knees",rec5BPF3Gm4LTAdKz
Flesh colored,rec6HUkv1vJo2zn0P
Flashing lights,rec6KS7njIrbYilnM
Ill-defined erythematous macules,recOVnrXGgX5zaxde
Discolored granulation tissue,recDFpmPq20Wh5axI
Skin erythema,recrnKJT7o3vfzKBA
Serous exudate,rec71I0GE0To9Uriy
Delayed wound healing,recnbjgYQTdPvtiTo
IDSA combination,recwaX9y4x8E5JyAs
Heat of wound,recYEl6raV3x0i501
Wound breakdown,rec408cljNl4TrZOA
Sanguinous exudate,reca6My7wB7oEM2FK
Purulent exudate,recF8Xh1XFGGw9yOF
Pocketing,recIgkFfjVOvSUcxk
Friable granulation tissue,recxAxa2pjxXv8e45
Clinically noninfected wounds,rec1FVUZGTtQrLUEc
Wound exudate,recVQ5ur8xlgN8L6s
Z-technique,recUD66ukgsrf2Sg8
Inflammatory marker IL-6 in wound fluid,recXSeDkuW6OFWK3e
Jaundice/icterus,recOESyY8NS4AuwMV
Solitary lesion,recp7xsF2KLD9uLt7
Multiple lesions,rec3lKj7ysshOKJZb
Rash with central clearning,recx69HVMQPLqQbWT
Skin discoloration,rec8PqA5OWD15PLr0
Striae gravidarum,recy7YQeHeM6zLyrA
Skin thinning,recyQA8y7GLa6Jpcl
Maculopapular rash,recA2lenz6eusPsAW
Nail abnormality,recB0aLpbMGdHZ8UE
Skin sclerosis,recEfRibO32ceKQK4
Slate grey skin,recF1MnJxMsqetU6H
Lupoid rash,rec7NCd2JmzcBX8bJ
Pretibial myxedema,rec7pQosPNsVoV9IL
Vesiculo-bullous rash,rec8hNz9Ei8pinVH7
Livedo reticularis,reccAA7hUExNyqL8y
Photosensitivity of skin,recdt04MbgQnuKrO5
Sclerosis of skin,reckDhojQdJcb9XHR
Spider nevi,recmNdp4iuvE8zd6n
Nail discoloration,recn4r0ph79CymLwn
Erythema nodosum,recoANyNSoXtWK6xq
Ridged nails,recqxi5D8bFq8Cawa
Calcinosis cutis,recsUq1xjgGsXRqM7
Splinter hemorrhages,rectbNl52paj1Rm5g
Yellow nails,rectK4CNLrfg6FDs8
Hyperpigmentation,recHN1nDlf8G2OwWk
Nappy rash,recITy0We9eWA4thO
Intraepidermal blistering,recJpGfrcpIIEoBfX
Nail pitting,recNSWCkuNCpizo68
Skin ulceration,recOdugHT1a2Oq0MK
Purpura,recWnp4YL0rI7csZ5
Blue nails,recZWHGp96QwLUrB2
Warty lesion,recZFetxA2vCWwZwc
Ingrowing nail,rec0HoEquWt1yl4Bb
Café au lait spots,rec11oCXfphY2Rozo
Condylomata lata,rec2O790XaytxmLZY
Cushingoid facies,rec2TimKdx7jLVOPi
Keratoderma blenorrhagica,rec6YIA5g4jhTQAKJ
Angioma,rec8U4P70j4ixGJKZ
Angioedema,recLON4rEr2HSqWDw
Atypical mole,recXT5wgKYeVycFVq
Lacy rash,rec3BTpFHLrZzjAfm
Fragile hair,receGoEL24L5sVeJE
Follicular hemorrhage,recbalZclpNJiN8Ez
Blue toes,recGup9HO9BQ68AGh
Palpable purpura,recIxhtNpAf1fLyFj
Diaphoresis,recB9sXjEdpvtKich
Skin induration,recBplYswDmK1HSOm
Skin erythema,recZzoeJ4SLBhaOKd
Skin crepitus,recy9McWMUVdTVxXl
Target lesion,rec46gyYNr6XLckNc
Absent urticaria,recKCBBF1ZsRAqr20
Pyoderma gangrenosum,recMIgqPi2tgbAvma
Vesiculo-pustular rash,recmHY3p19qEhswSn
Malar rash,recv5BZRrPeFDLt00
Shawl sign,rec0ZQHWb738Ojinf
Erythroderma,recK9jD55DZdh5BeH
Periungual erythema,rec3UN2r55BrG8c0p
Mechanic's hands,recomRGUSWeGBjY2Y
Psoriasiform scalp rash,recbeXP46P2aTmuxu
Lupus pernio,recQHy7f7apzseFEC
Anhydrosis,rechYjsjiRhkkFNxI
Decreased maximum laryngeal height (<= 4 cm),recZDNqTxfmG4RA1p
Decreased breath sounds,reciYdiukQgjmZbr2
Rales,recDJtmHH1BsL1Sz4
Wheezing,rec7wPFGtJo0I6qUe
Grunting and wheezing,recgWdcQOznvoEk0Q
Grunting,recoGekXQlMURkjP8
Retractions,rec7R7yzJPDBqWDCA
Kussmaul breathing,recjVRVMDclR9nQz1
Biot's respiration,recZydVB7v81T2FVN
Gynecomastia,recy9meJRwPB4vNnt
Stridor,recCbfettUoLPTkP1
Respiratory distress,recEQnWH9O9f2EOvX
Pleural rub,rec7ME5BsuzMspqm3
Absent breath sounds,rec9VqWjp9glDHD70
Depth of ett insertion,recclxAENA6jORTPk
Rhonchi,recdJJYXZbYcCTUy1
Dullness to percussion,recgUn0qxHbKpEZoc
Bronchial breath sounds,recgVk6F8WSBr8L5P
Asymmetric tactile fremitus,recjRTTUl6LaroUGM
Abnormal lung exam,recoTa4Dbe3AZ95Iv
Decreased left-sided breath sounds,recoYy9rUeyVKsUcO
Crackles,recpp1pVA1adnnf3z
Symmetrical chest rise,recqRW9Rck0hJ8WZM
Auscultatory dullness to percussion,recsFUxiTdzeD2fnP
Asymmetric lung expansion,recKSqZ9EJcQg41xm
Hot potato voice,recNCn9s98kz5124a
Egophony,recOhUGXU12BiSflU
Dyspnea,recKmHhBcySiwi4lb
Subcutaneous emphysema,recXAkXDDG9Bn9t6a
Bronchorrhea,recKuvYYfsKoR8vla
Splenomegaly,reckpG9cvDoOi3Ccb
Hepatomegaly,recUz9gOjBKLgUDFr
Positive fluid wave sign,recaFgbt1hJOucqtF
Shifting dullness,recgWS93jBwGPVf0m
Bulging flanks,recRezg0aStnLy7sP
Flank dullness,recK42UCjAnNvd9cn
Right upper quadrant tenderness,rec81BP27sStGZpQW
Peritoneal findings,recUvUgtdlkPVfqOE
Ballance's sign,recK27K1KHzWu8OEw
Blumberg sign,recZStxdw9j0v1Pdx
Murphy's sign,rec4I4lHvmxNHJS84
Increased bowel sounds,recykL9xdgUUfnyzO
Rebound tenderness,recz6wHwqz10yUXXg
Abdominal rigidity,reczEVsGeBnxBmvVa
Tenderness to palpation,recAfpBzKvmsWhQcl
Everted or flat navel,recAkIuO6456Js4Vf
Rectal tenderness,recB0uSvE5uTM9KUW
Rlq pain,recchPm2j5ttKzYWQ
Abdominal distension,rech04mdPdjqdYVhv
Increased abdominal girth,reckHLnCikPuqSvrb
Palpable fundus,reckjvLt1tpOcJt8e
Palpable liver,reckEnHygBTmEGhcZ
Psoas sign,recny2DF6AfA68l3E
Migration of pain,recq8AArkGpysoyyy
Ascites,recqAyo3BSVPA3V7z
Puddle sign,recs3MrqvCGicpl67
Abdominal tympany,recsFGhsnL0386y9q
Right upper quadrant mass,rectaoh8jfgazEuYt
Palpable spleen,rectnPv32rCt6klT2
Costovertebral angle tenderness,recwc80z4XsqApoBM
Abdominal percussion,recO6j0ecc2CT3Ead
Abdominal guarding,recPcUQ8cxLeb5AHH
Obturator sign,recVhYIDYzL1C9nJl
Abdominal tenderness,rec131rKgq7Wm19PU
Decreased bowel sounds,rec4Z13udQ9hgqdVv
Seat belt sign,recr5qfHLon3AbfIv
Costal margin tenderness,recdNGyRgT5sl44rc
Right lower quadrant tenderness,rectmTXEA4Hju5F2j
Abdominal palpation,recBmTXTEs2mRCW80
Pelvic tenderness,recT6ovpjvTxc8XF0
Abdominal wall masses,recYz6HFghSeiFG9d
Pulse deficit,recwhGdV3wY7Fxeqs
Peripheral edema,recKvlraML8bdTPd0
Elevated pulsus paradoxus,rec77Ao4uEsNU0A82
Pulse abnormality in symptomatic leg,reco9BPQwqirA2vJd
Vascular bruit in symptomatic leg,recZ0spt0zPqP5ic8
Increased venous filling time,rec1KyZBD1dAe8dkj
Positive buerger's test,recFlcQC9bx55QoMs
Increased aortic width (> 4.0 cm),recisFmPqLwPmeo5n
Systolic-diastolic renal bruit,recqqUdD8KGE7gwtJ
Systolic renal bruit,rec8PhQFsBVeNaFip
Absent carotid bruit,recmfXOd1zCcRauZr
Cruveilhier–Baumgarten bruit,recyjri4HBoAg7mwo
Watson's water hammer pulse,rec90zU3y3tOvRYHP
Homans' sign,recKK5WUK7OsYadYr
Corrigan pulse,rec2REhmKH4S02df0
Increased aortic width (> 3.0 cm),rec8NRLJAEuC3pwfW
Dry axilla,reczcl46SyWdq7AHa
Tender temporal artery,recCDxUcudwW3nNnK
Calf or thigh swelling,recDcfRDDqobUJqmS
Increased jugular venous pressure,recDtYXJdsY9bHiKY
Palpable pulse abnormality,recFZeOU597rWrtgD
Signs of dvt,recG3StmWRHDUxCjp
Skin turgor,recabhI5tRi5ochYZ
Dry mucous membranes,recfzmO5laBdjah63
Sunken eyes,recnhT3EPK5l5mQSt
Ankle-brachial index,recqIkwgcNiE1ukLV
Femoral bruit,recIgeQOdDJYMozjw
Systolic and diastolic abdominal bruit,recJ4pYd8mtpVUE2f
Tongue furrows,recKX3BWpMlYYaVBv
Dry tongue,recKYqkzbZVw6ZlXo
Carotid bruit,recNcCvdDhpEIUJRo
Normal volume status,recNnUPN2YkXCAtBY
Increased capillary refill time (> 5 seconds),recRL0p0luAnxsC6x
Beaded temporal artery,recSi9QLFPhclijB2
Cervical bruit,rec0Wot0FmvVIOO61
Lower extremity bruit,recK0PVyDZsL9wj9x
Delayed carotid pulse upstroke,recuaIB1XjP3DkEPg
Increased popliteal-brachial gradient (> 20 mmHg),recrw08yn6ZRme6zr
Pulse pressure widened,recypyICHYBnScm6b
Rapid up-stroke pulse,reczpr8Dz9XnDXk1l
Increased jugular venous pressure,recDbM3QtPyYZbWrV
Lower extremity ulcer,recDwG0zW8GWkEUWg
Pulse abnormalities,recENroVql3tUiYTX
Waterhammer pulse,recpv8kN2vdg2fkLv
Pulses asymmetrical,recsnBiseGjbzlKqE
Slow rising pulse,recYjvzRcywzepbTv
Neck veins distended,recZYMl1JKhwGLDl9
Lower extremity edema,rec094VBmYR0wOWjH
